"study_id","source","publication_type","authors","publication_year","source_title","article_title","abstract","doi","date_of_export","study_type","response","shrub_response","location","lat","lon","methods","drivers","n_drivers","annual_temp_count","annual_precip_count","summer_temp_count","winter_temp_count","temp_var_count","summer_precip_count","winter_precip_count","radiation_count","soil_moisture_count","topography_count","interactions_count","herbivory_count","nutrients_count","driver_regime","study_species","n_species","study_level","comment"
169,"WOS search","J","Milbau, A; Vandeplas, N; Kockelbergh, F; Nijs, I",2017,"AOB PLANTS","Both seed germination and seedling mortality increase with experimental warming and fertilization in a subarctic tundra","Climate change is expected to force many species in arctic regions to migrate and track their climatic niche. This requires recruitment from seed, which currently shows very low rates in arctic regions, where long-lived and vegetatively reproducing plants dominate. Therefore, we pose the question whether recruitment (germination and seedling establishment) in arctic regions will significantly improve in a warmer world, and thus allow species to follow their climatic niche. We used a full factorial experiment to examine if realistic warmer temperatures (+3 degrees C; infrared radiation) and increased nitrogen availability (+1.4 g N m(-2) year(-1)) affected germination, seedling survival and above-and below-ground seedling biomass in five species common in subarctic regions (Anthoxanthum odoratum, Betula nana, Pinus sylvestris, Solidago virgaurea, Vaccinium myrtillus). We found that warming increased seedling emergence in all species, but that subsequent mortality also increased, resulting in no net warming effect on seedling establishment. Warming slightly increased above-ground seedling biomass. Fertilization, on the other hand, did not influence seedling biomass, but it increased seedling establishment in B. nana while it reduced establishment in V. myrtillus. This may help B. nana dominate over V. myrtillus in warmer tundra. Surprisingly, no interactive effects between warming and fertilization were found. The lack of a general positive response of seedling establishment to warmer and more nutrient-rich conditions suggests that (sub) arctic species may experience difficulties in tracking their climatic niche. Predictions of future species distributions in arctic regions solely based on abiotic factors may therefore overestimate species' ranges due to their poor establishment. Also, the opposite response to fertilization of two key (sub) arctic dwarf shrubs, i.e. B. nana and V. myrtillus, could have important implications for the future development of arctic plant communities and argues for more research into the role of fertilization for plant establishment.","10.1093/aobpla/plx040","09/09/2020","empirical","seedling establishment","recruitment","Abisko, SE",86.35,18.817,"transplant experiment","summer temperature; soil nitrogen concentration",2,0,0,1,0,0,0,0,0,0,0,0,0,1,"abiotic","Betula nana; Vaccinium myrtillus","2","species",""
177,"WOS search","J","Vankoughnett, MR; Grogan, P",2016,"PLANT AND SOIL","Plant production and nitrogen accumulation above- and belowground in low and tall birch tundra communities: the influence of snow and litter","A vegetation transition to taller and denser deciduous shrub tundra is currently occurring in many locations across the low Arctic, and is associated with climate change. Here, we investigated if deeper snow is a mechanism for enhanced shrub growth. To determine if a moderate and climatically realistic increase in snow depth can enhance shrub productivity, we compared growth responses between ambient and experimentally deepened snow plots in low birch hummock tundra. To determine the potential influence of factors other than deepened snow that are associated with taller, denser shrubs, we also compared shrub growth between low birch hummock and tall birch-dominated tundra. Neither deciduous shrub above- nor belowground production nor nitrogen accumulation was enhanced by deepened snow. However, deciduous birch shrub new shoot production was 23x larger and total vascular shoot to belowground biomass ratios were higher in the tall birch tundra than the birch hummock (similar to 0.7 and similar to 0.4, respectively), indicating that the combination of deeper snow together with other internal feedbacks greatly enhanced birch growth. Together, our results strongly suggest that the much larger litter production in tall birch ecosystems is an important internal feedback that may or may not interact with deeper snow to promote birch growth in tall shrub tundra.","10.1007/s11104-016-2921-2","09/09/2020","empirical","shrub biomass","biomass; nitrogen concentrations","Northwest Territories, CA",64.867,-111.583,"experiment","snow cover; vegetation type",2,0,0,0,0,0,0,1,0,0,0,1,0,0,"abiotic & biotic","Betula glandulosa; Vaccinium uliginosum; Vaccinium vitis-idaea; Rhododendron subarcticum","4","species",""
187,"WOS search","J","Li, BX; Heijmans, MMPD; Berendse, F; Blok, D; Maximov, T; Sass-Klaassen, U",2016,"POLAR BIOLOGY","The role of summer precipitation and summer temperature in establishment and growth of dwarf shrub Betula nana in northeast Siberian tundra","It is widely believed that deciduous tundra-shrub dominance is increasing in the pan-Arctic region, mainly due to rising temperature. We sampled dwarf birch (Betula nana L.) at a northeastern Siberian tundra site and used dendrochronological methods to explore the relationship between climatic variables and local shrub dominance. We found that establishment of shrub ramets was positively related to summer precipitation, which implies that the current high dominance of B. nana at our study site could be related to high summer precipitation in the period from 1960 to 1990. The results confirmed that early summer temperature is most influential to annual growth rates of B. nana. In addition, summer precipitation stimulated shrub growth in years with warm summers, suggesting that B. nana growth may be co-limited by summer moisture supply. The dual controlling role of temperature and summer precipitation on B. nana growth and establishment is important to predict future climate-driven vegetation dynamics in the Arctic tundra.","10.1007/s00300-015-1847-0","09/09/2020","empirical","shrub growth and establishment","growth; recruitment","Northeast Siberia, RU",70.817,147.467,"dendrochronology","summer temperature; summer precipitation",2,0,0,1,0,0,1,0,0,0,0,0,0,0,"abiotic","Betula nana","1","species",""
195,"WOS search","J","Cahoon, SMP; Sullivan, PF; Post, E",2016,"ECOSPHERE","Carbon and water relations of contrasting Arctic plants: implications for shrub expansion in West Greenland","The recent expansion of deciduous shrubs is a common observation throughout the Arctic. However, we lack a complete understanding of how physiological differences between deciduous shrubs and coexisting species may confer competitive advantages to shrubs. We combined leaf gas exchange and stable isotope analyses of two important species, Betula nana and Poa pratensis, to elucidate the processes governing seasonal carbon (C) gain in West Greenland. We tested two competing hypotheses. On one hand, we anticipated the cooler, drier soils beneath the Betula canopy could result in greater drought sensitivity in this species. Alternatively, because Poa tends to occupy sites with wetter soils, we hypothesized that it may be more sensitive to drought. Our results revealed greater drought sensitivity in Poa, which displayed reductions in A(max) and g(s) during periods of high atmospheric demand and dry soils. Additionally, leaf Delta C-13 and Delta O-18 were negatively correlated in Poa, suggesting strong stomatal influence on Delta C-13. Conversely, there was no relationship between gs and canopy or soil microclimates and no correlation between leaf Delta C-13 and Delta O-18 in Betula, indicating that variation in Delta C-13 may have been driven by variation in photosynthesis. Our results suggest that Poa is more susceptible to drought than Betula, whereas Betula was able to maintain steady, yet conservative, C gain. These differences in C-H2O relations may confer a competitive advantage to Betula in a warmer, drier climate.","10.1002/ecs2.1245","09/09/2020","empirical","grass and shrub physiology","gas exchange; isotopic composition","Kangerlussuaq, GL",67.1,-50.267,"gas exchange monitoring; isotope analysis","summer temperature; summer precipitation; soil moisture",3,0,0,1,0,0,1,0,0,1,0,0,0,0,"abiotic","Betula nana","1","species",""
197,"WOS search","J","Koller, EK; Press, MC; Callaghan, TV; Phoenix, GK",2016,"ECOSYSTEMS","Tight Coupling Between Shoot Level Foliar N and P, Leaf Area, and Shoot Growth in Arctic Dwarf Shrubs Under Simulated Climate Change","Nutrient availability limits productivity of arctic ecosystems, and this constraint means that the amount of nitrogen (N) in plant canopies is an exceptionally strong predictor of vegetation productivity. However, climate change is predicted to increase nutrient availability leading to increases in carbon sequestration and shifts in community structure to more productive species. Despite tight coupling of productivity with canopy nutrients at the vegetation scale, it remains unknown how species/shoot level foliar nutrients couple to growth, or how climate change may influence foliar nutrients-productivity relationships to drive changes in ecosystem carbon gain and community structure. We investigated the influence of climate change on arctic plant growth relationships to shoot level foliar N and phosphorus (P) in three dominant subarctic dwarf shrubs using an 18-year warming and nutrient addition experiment. We found a tight coupling between total leaf N and P per shoot, leaf area and shoot extension. Furthermore, a steeper shoot length-leaf N relationship in deciduous species (Vaccinium myrtillus and Vaccinium uliginosum) under warming manipulations suggests a greater capacity for nitrogen to stimulate growth under warmer conditions in these species. This mechanism may help drive the considerable increases in deciduous shrub cover observed already in some arctic regions. Overall, our work provides the first evidence at the shoot level of tight coupling between foliar N and P, leaf area and growth i.e. consistent across species, and provides mechanistic insight into how interspecific differences in alleviation of nutrient limitation will alter community structure and primary productivity in a warmer Arctic.","10.1007/s10021-015-9936-z","09/09/2020","empirical","shrub nutrient concentrations and growth","growth; leaf nutrient concentrations","Abisko, SE",68.35,18.817,"nutrient analysis; shoot length measurements","summer temperature; nutrient addition",2,0,0,1,0,0,0,0,0,0,0,0,0,1,"abiotic","Empetrum nigrum; Vaccinium uliginosum; Vaccinium myrtillus","3","species",""
200,"WOS search","J","Owczarek, P; Opala, M",2016,"GEOCHRONOMETRIA","DENDROCHRONOLOGY AND EXTREME POINTER YEARS IN THE TREE-RING RECORD (AD 1951-2011) OF POLAR WILLOW FROM SOUTHWESTERN SPITSBERGEN (SVALBARD, NORWAY)","Greater warmth and precipitation over the past several decades in the High Arctic, as recorded in meteorological data, have caused shrub expansion and affected growth ring widths. The main aim of the study was to develop a tree-ring chronology of polar willow (Salix polaris Wahlenb.) from southwest Spitsbergen, attempt to explain its extreme pointer years (extremely low value of growth-ring widths) and to demonstrate the dendrochronological potential of this species. This plant is a deciduous, prostrate, creeping dwarf shrub that produces anatomically distinct annual growth rings with the consistent ring width variation. After using serial sectioning we developed rigorously cross-dated ring width chronology covering the period 1951-2011. Since the beginning of the 1980s an increase of the mean and maximum growth ring width has been observed which is consistent with the increase of both temperature and precipitation in the Arctic reported from meteorological sources. Nine negative extreme years were distinguished and explained by complex hydroclimatic drivers, which highlight the importance of availability of moisture from snowpack and spring precipitation. An additional negative factor present in the years with very low dwarf shrubs growth is rapid thawing and fast freezing during winter as well as low sunshine duration. Our results contradict the prior assumption that inter-annual tree growth variability of dwarf shrubs from polar regions is controlled simply by temperature.","10.1515/geochr-2015-0035","09/09/2020","empirical","shrub growth","growth","Svalbard, NO",77,15.5,"dendrochronology","annual temperature; annual precipitation; freeze-thaw dynamics",3,1,1,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Salix polaris","1","species",""
203,"WOS search","J","Boulanger-Lapointe, N; Levesque, E; Baittinger, C; Schmidt, NM",2016,"POLAR RESEARCH","Local variability in growth and reproduction of Salix arctica in the High Arctic","Arctic terrestrial ecosystems are heterogeneous because of the strong influences of microtopography, soil moisture and snow accumulation on vegetation distribution. The interaction between local biotic and abiotic factors and global climate patterns will influence species responses to climate change. Salix arctica (Arctic willow) is a structuring species, ubiquitous and widespread, and as such is one of the most important shrub species in the High Arctic. In this study, we measured S. arctica reproductive effort, early establishment, survival and growth in the Zackenberg valley, north-east Greenland. We sampled four plant communities that varied with respect to snow conditions, soil moisture, nutrient content and plant composition. We found large variability in reproductive effort and success with total catkin density ranging from 0.6 to 66 catkins/m(2) and seedling density from <1 to 101 seedlings/m(2). There were also major differences in crown area increment (4-23 cm(2)/year) and stem radial growth (40-74 mu m/year). The snowbed community, which experienced a recent reduction in snow cover, supported young populations with high reproductive effort, establishment and growth. Soil nutrient content and herbivore activity apparently did not strongly constrain plant reproduction and growth, but competition by Cassiope tetragona and low soil moisture may inhibit performance. Our results show that local environmental factors, such as snow accumulation, have a significant impact on tundra plant response to climate change and will affect the understanding of regional vegetation response to climate change.","10.3402/polar.v35.24126","09/09/2020","empirical","shrub performance","reproduction; recruitment; growth","Zackenberg, GL",74.5,-21.5,"monitoring","snow cover; soil moisture; nutrient availability; competition; herbivory",5,0,0,0,0,0,0,1,0,1,0,1,1,1,"abiotic & biotic","Salix arctica","1","species",""
220,"WOS search","J","Spellman, KV; Schneller, LC; Mulder, CPH; Carlson, ML",2015,"OECOLOGIA","Effects of non-native Melilotus albus on pollination and reproduction in two boreal shrubs","The establishment of abundantly flowered, highly rewarding non-native plant species is expected to have strong consequences for native plants through altered pollination services, particularly in boreal forest where the flowering season is short and the pollinator pool is small. In 18 boreal forest sites, we added flowering Melilotus albus to some sites and left some sites as controls in 2 different years to test if the invasive plant influences the pollination and reproductive success of two co-flowering ericaceous species: Vaccinium vitis-idaea and Rhododendron groenlandicum. We found that M. albus increased the pollinator diversity and tended to increase visitation rates to the focal native plant species compared to control sites. Melilotus albus facilitated greater seed production per berry in V. vitis-idaea when we added 120 plants compared to when we added 40 plants or in control sites. In R. groenlandicum, increasing numbers of M. albus inflorescences lowered conspecific pollen loads and percentage of flowers pollinated; however, no differences in fruit set were detected. The number of M. albus inflorescences had greater importance in explaining R. groenlandicum pollination compared to other environmental variables such as weather and number of native flowers, and had greater importance in lower quality black spruce sites than in mixed deciduous and white spruce sites for explaining the percentage of V. vitis-idaea flowers pollinated. Our data suggest that the identity of new pollinators attracted to the invaded sites, degree of shared pollinators between invasive and native species, and variation in resource limitation among sites are likely determining factors in the reproductive responses of boreal native plants in the presence of an invasive.","10.1007/s00442-015-3364-9","09/09/2020","empirical","pollination","reproduction","Alaska, US",65.141,-147.457,"community manipulation","invasive species presence",1,0,0,0,0,0,0,0,0,0,0,1,0,0,"biotic","Rhododendron groenlandicum; Vaccinium vitis-idaea","2","species",""
221,"WOS search","J","Swanson, DK",2015,"PLOS ONE","Environmental Limits of Tall Shrubs in Alaska's Arctic National Parks","We sampled shrub canopy volume (height times area) and environmental factors (soil wetness, soil depth of thaw, soil pH, mean July air temperature, and typical date of spring snow loss) on 471 plots across five National Park Service units in northern Alaska. Our goal was to determine the environments where tall shrubs thrive and use this information to predict the location of future shrub expansion. The study area covers over 80,000 km(2) and has mostly tundra vegetation. Large canopy volumes were uncommon, with volumes over 0.5 m(3)/m(2) present on just 8% of plots. Shrub canopy volumes were highest where mean July temperatures were above 10.5 degrees C and on weakly acid to neutral soils (pH of 6 to 7) with deep summer thaw (>80 cm) and good drainage. On many sites, flooding helped maintain favorable soil conditions for shrub growth. Canopy volumes were highest where the typical snow loss date was near 20 May; these represent sites that are neither strongly wind-scoured in the winter nor late to melt from deep snowdrifts. Individual species varied widely in the canopy volumes they attained and their response to the environmental factors. Betula sp. shrubs were the most common and quite tolerant of soil acidity, cold July temperatures, and shallow thaw depths, but they did not form high-volume canopies under these conditions. Alnus viridis formed the largest canopies and was tolerant of soil acidity down to about pH 5, but required more summer warmth (over 12 degrees C) than the other species. The Salix species varied widely from S. pulchra, tolerant of wet and moderately acid soils, to S. alaxensis, requiring well-drained soils with near neutral pH. Nearly half of the land area in ARCN has mean July temperatures of 10.5 to 12.5 degrees C, where 2 degrees C of warming would bring temperatures into the range needed for all of the potential tall shrub species to form large canopies. However, limitations in the other environmental factors would probably prevent the formation of large shrub canopies on at least half of the land area with newly favorable temperatures after 2 degrees C of warming.","10.1371/journal.pone.0138387","09/09/2020","empirical","shrub canopy volume","canopy volume","Northern Alaska, US",67,-158,"monitoring","soil moisture; permafrost; soil pH; summer temperature; snowmelt timing",5,0,0,1,0,0,0,1,0,1,0,0,0,0,"abiotic","Betula nana; Alnus viridis; Salix pulchra; Salix alaxensis","4","species",""
223,"WOS search","J","Myers-Smith, IH; Elmendorf, SC; Beck, PSA; Wilmking, M; Hallinger, M; Blok, D; Tape, KD; Rayback, SA; Macias-Fauria, M; Forbes, BC; Speed, JDM; Boulanger-Lapointe, N; Rixen, C; Levesque, E; Schmidt, NM; Baittinger, C; Trant, AJ; Hermanutz, L; Collier, LS; Dawes, MA; Lantz, TC; Weijers, S; Jorgensen, RH; Buchwal, A; Buras, A; Naito, AT; Ravolainen, V; Schaepman-Strub, G; Wheeler, JA; Wipf, S; Guay, KC; Hik, DS; Vellend, M",2015,"NATURE CLIMATE CHANGE","Climate sensitivity of shrub growth across the tundra biome","Rapid climate warming in the tundra biome has been linked to increasing shrub dominance(1-4). Shrub expansion can modify climate by altering surface albedo, energy and water balance, and permafrost(2,5-8), yet the drivers of shrub growth remain poorly understood. Dendroecological data consisting of multi-decadal time series of annual shrub growth provide an underused resource to explore climate-growth relationships. Here, we analyse circumpolar data from 37 Arctic and alpine sites in 9 countries, including 25 species, and similar to 42,000 annual growth records from 1,821 individuals. Our analyses demonstrate that the sensitivity of shrub growth to climate was: (1) heterogeneous, with European sites showing greater summer temperature sensitivity than North American sites, and (2) higher at sites with greater soil moisture and for taller shrubs (for example, alders and willows) growing at their northern or upper elevational range edges. Across latitude, climate sensitivity of growth was greatest at the boundary between the Low and High Arctic, where permafrost is thawing(4) and most of the global permafrost soil carbon pool is stored(9). The observed variation in climate-shrub growth relationships should be incorporated into Earth system models to improve future projections of climate change impacts across the tundra biome.","10.1038/NCLIMATE2697","09/09/2020","empirical / meta-analysis","shrub growth","growth","circumpolar",NA,NA,"dendrochronology","annual temperature; annual precipitation; soil moisture",3,1,1,0,0,0,0,0,0,1,0,0,0,0,"abiotic","","25","species","based on monthly gridded climate data"
227,"WOS search","J","Hollesen, J; Buchwal, A; Rachlewicz, G; Hansen, BU; Hansen, MO; Stecher, O; Elberling, B",2015,"GLOBAL CHANGE BIOLOGY","Winter warming as an important co-driver for Betula nana growth in western Greenland during the past century","Growing season conditions are widely recognized as the main driver for tundra shrub radial growth, but the effects of winter warming and snow remain an open question. Here, we present a more than 100years long Betulanana ring-width chronology from Disko Island in western Greenland that demonstrates a highly significant and positive growth response to both summer and winter air temperatures during the past century. The importance of winter temperatures for Betulanana growth is especially pronounced during the periods from 1910-1930 to 1990-2011 that were dominated by significant winter warming. To explain the strong winter importance on growth, we assessed the importance of different environmental factors using site-specific measurements from 1991 to 2011 of soil temperatures, sea ice coverage, precipitation and snow depths. The results show a strong positive growth response to the amount of thawing and growing degree-days as well as to winter and spring soil temperatures. In addition to these direct effects, a strong negative growth response to sea ice extent was identified, indicating a possible link between local sea ice conditions, local climate variations and Betula nana growth rates. Data also reveal a clear shift within the last 20years from a period with thick snow depths (1991-1996) and a positive effect on Betulanana radial growth, to a period (1997-2011) with generally very shallow snow depths and no significant growth response towards snow. During this period, winter and spring soil temperatures have increased significantly suggesting that the most recent increase in Betulanana radial growth is primarily triggered by warmer winter and spring air temperatures causing earlier snowmelt that allows the soils to drain and warm quicker. The presented results may help to explain the recently observed greening of the Arctic' which may further accelerate in future years due to both direct and indirect effects of winter warming.","10.1111/gcb.12913","09/09/2020","empirical","shrub growth","growth","Disko Island, GL",69.25,-53.517,"dendrochronology","soil temperature; sea ice coverage; precipitation; snow depth",4,0,0,0,0,0,0,1,0,0,0,0,0,0,"abiotic","Betula nana","1","species",""
237,"WOS search","J","Buchwal, A; Szczucinski, W; Strzelecki, MC; Long, AJ",2015,"POLISH POLAR RESEARCH","New insights into the 21 November 2000 tsunami in West Greenland from analyses of the tree-ring structure of Salix glauca","We test the application of dendrochronological methods for dating and assessing the environmental impacts of tsunamis in polar regions, using an example of the 21 November 2000 landslide-generated tsunami in Vaigat Strait (Sullorsuaq Strait), West Greenland. The studied tsunami inundated a c. 130 m-wide coastal plain with seawater, caused erosion of beaches and top soil and covered the area with an up to 35 cm-thick layer of tsunami deposits composed of sand and gravel. Samples of living shrub, Salix glauca (greyleaf willow) were collected in 2012 from tsunami-flooded and non-flooded sites. The tree-ring analyses reveal unambiguously that the tsunami-impacted area was immediately colonized during the following summer by rapidly growing shrubs, whilst one of our control site specimens records evidence for damage that dates to the time of the tsunami. This demonstrates the potential for dendrochronological methods to act as a precise tool for the dating of Arctic paleotsunamis, as well as rapid post-tsunami ecosystem recovery. The reference site shrubs were likely damaged by solifluction in the autumn 2000 AD that was triggered by high seasonal rainfall, which was itself a probable contributory factor to the tsunami-generating landslide.","10.1515/popore-2015-0005","09/09/2020","empirical","shrub growth and succession","growth","Sullorsuaq Strait, GL",70.05,-52.25,"dendrochronology","flooding",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Salix glauca","1","species",""
241,"WOS search","J","van der Wal, R; Stien, A",2014,"ECOLOGY","High-arctic plants like it hot: a long-term investigation of between-year variability in plant biomass","The Arctic is viewed as most sensitive to climate warming and subject to a general greening. Yet, summer weather conditions, which differ greatly among years, are believed to have little direct effect on arctic plant productivity. The dominant view is that between-year variation in aboveground plant biomass is small and poorly related to weather conditions in the same year in the Arctic. Here, we test this view based on a 12-year investigation of peak plant biomass among habitats, plant functional types, and species in high-arctic Svalbard. Our study revealed twofold variation (range 23-46 g/m(2)) in plant biomass between years, this being strongly related to summer temperature (r = 0.92). Importantly, we found strong plant biomass-summer temperature relationships across habitats, plant functional types, and species, and little evidence for a lagged effect of previous year's biomass. Responses were of similar orders of magnitude, indicating that summer weather conditions were the key driver of plant productivity at all three levels of investigation. We propose three key factors behind such tight relationships between summer temperature and plant biomass in the same year. First, our methodological approach, a combination of nondestructive shoot density estimates in small, permanent plots and destructive shoot mass estimates outside these plots, allowed us to overcome the otherwise overwhelming small-scale spatial heterogeneity in aboveground plant biomass typical for high-arctic tundra vegetation. Second, the high-latitude location (78 degrees N) makes the vegetation most susceptible to temperature differences due to their influence on process rates. Third, Svalbard's oceanic nature dictates prevalent cloud cover, making summer temperature a good proxy for light availability and thus an index of photosynthetic activity required for plants to produce biomass. The present study challenges the prevailing notion that relationships between summer weather and vascular plant performance in the Arctic are weak and highly variable among plant species. This has important implications for our understanding of how and at which temporal scales future climate change will shape arctic plant productivity and, in turn, the dynamics of other ecosystem components in the low-productivity, bottom-up regulated ecosystems of the High Arctic.","10.1890/14-0533.1","09/09/2020","empirical","plant biomass","biomass","Svalbard, NO",77,15.333,"monitoring","summer temperature; cloudiness; summer precipitation",3,0,0,1,0,0,1,0,1,0,0,0,0,0,"abiotic","Salix polaris; Dryas octopetala","2","species",""
245,"WOS search","J","Gill, HK; Lantz, TC; O'Neill, B; Kokelj, SV",2014,"ARCTIC ANTARCTIC AND ALPINE RESEARCH","Cumulative impacts and feedbacks of a gravel road on shrub tundra ecosystems in the Peel Plateau, Northwest Territories, Canada","Gravel highways in the continuous permafrost zone provide critical transportation links that are increasingly vulnerable to the impacts of climate warming and permafrost thaw. To examine if the physical effects associated with the construction, maintenance, and use of gravel roads alter vegetation and permafrost conditions, we measured vegetation, soils, and near-surface ground temperatures at tall and dwarf shrub tundra sites adjacent to and distant from the Dempster Highway in the Northwest Territories of Canada. We found that alder growth and recruitment were significantly enhanced adjacent to the highway. Where alder shrubs had formed closed canopies, we observed dramatic alterations to plant community composition, soil properties, and ground temperatures. Tall shrub sites adjacent to the road exhibited less understory vegetation, greater litter and organic layer thickness, higher nutrient availability, and thicker snowpack than all other site types. Our results show that in shrub tundra ecosystems the conditions generated by the maintenance and use of a gravel road can drive ecological feedbacks that magnify changes to vegetation communities and soils. We found that where the road facilitated shrub dominance, feedbacks were initiated that enhanced snow accumulation and altered ground temperatures and soil chemistry. In turn, these changes likely promoted enhanced shrub recruitment and growth. Shrub proliferation adjacent to highways is an important consideration for the planning and maintenance of this form of infrastructure. To improve our understanding of the spatial heterogeneity of shrub proliferation, research exploring the relationships between biophysical landscape features and shrub development is also needed.","10.1657/1938-4246-46.4.947","09/09/2020","empirical","vegetation structure","growth; recruitment","Northwest Territories, CA",67.15,-135.15,"vegetation transects","disturbance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Alnus viridis","1","species",""
249,"WOS search","J","Boulanger-Lapointe, N; Levesque, E; Boudreau, S; Henry, GHR; Schmidt, NM",2014,"JOURNAL OF BIOGEOGRAPHY","Population structure and dynamics of Arctic willow (Salix arctica) in the High Arctic","AimAlterations to the abundance and distribution of plants, especially shrubs, have been predicted by warming experiments and confirmed by remote-sensing analyses and land-based observations in the Low Arctic. In the High Arctic, analyses of satellite images suggest a recent increase in the normalized difference vegetation index (NDVI) and warming experiments have shown a positive correlation between temperature and shrub cover, but little is known about the responses of natural systems. In this context, we investigated populations of Arctic willow (Salix arctica Pall.) to assess the potential contribution of this structuring species to High Arctic shrubification. LocationSeven polar semidesert sites, including two glacier forelands, in High Arctic Canada and Greenland. MethodsWe evaluated the size distribution and establishment age of Arctic willow populations through field measurements and dendrochronological analysis. We also assessed the cover of Arctic willow at each site and compared current data with historical records. ResultsAge determination of over 200 large individuals established by seed suggests that colonization events were associated with the melting of permanent snow and glacial ice. Size distributions showed that recent recruitment was more frequent on glacier forelands, even though seedling establishment was common in other sites. Comparing our measurements with previous studies at the same sites revealed that significant increases in cover over the past few decades occurred only on glacier forelands. Main conclusionsOur results suggest that the population structure and dynamics of Arctic willow in the High Arctic are influenced by site-specific factors. Rapid glacier retreat is increasing the extent of the glacier forelands, which are currently experiencing relatively rapid plant colonization. Some sheltered sites with greater snow accumulation will probably experience increased shrub colonization under current and predicted climate change. It appears, however, that shrub recruitment and growth are still strongly limited by water availability, and the reduction in permanent snow cover may exacerbate this stress.","10.1111/jbi.12350","09/09/2020","empirical","shrub population dynamics","growth; cover","Nunavut, CA; Zackenberg, GL",79.133,-79.733,"dendrochronology; vegetation surveys","successional time",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Salix arctica","1","species",""
266,"WOS search","J","Zamin, TJ; Bret-Harte, MS; Grogan, P",2014,"JOURNAL OF ECOLOGY","Evergreen shrubs dominate responses to experimental summer warming and fertilization in Canadian mesic low arctic tundra","Climate change in arctic tundra is projected to increase soil fertility, which may alter plant community composition and ecosystem processes by shifting niche space to favour particular species' life-history strategies. The rate and magnitude of change in soil fertility may be critical to determining plant community responses, and so effects of slow increases in nutrient availability due to climate warming may differ substantially from those of chronic high-level fertilizer additions. We investigated above- and below-ground plant biomass responses to experimental summer warming and above-ground responses to nutrient additions (low-level N and factorial N and P) in a mesic birch hummock tundra community in the central Canadian Low Arctic after eight years of experimental treatment. Plant community biomass responses to experimental warming were fundamentally different from those of high-level N and/or P additions, mainly due to opposing effects on the evergreen shrubs. Evergreen shrub above-ground biomass increased 66% with greenhouse warming, but decreased on average 70% with high-level N and/or P additions, driven by the strong responses of Rhododendron subarcticum. Because of this evergreen response, greenhouse-warming increased total above-ground biomass by 32% and total below-ground biomass by 70%, but did not significantly change the total above-ground/below-ground biomass ratio. However, warming increased the shoot/root ratio of Betula glandulosa threefold. Increased soil fertility created interactions between N and P availability, whereby increased P availability led to a substantial increase in inorganic N availability. Meanwhile, the growth of several species that span a range of different functional groups was stimulated by the separate N and P additions. These factorial fertilization results highlight the importance of understanding climate warming impacts on availability of both of these nutrients in order to predict plant community responses. Synthesis. Our results strongly suggest that the trajectory of mesic tundra vegetation change with warming depends critically on the rate of increase in soil fertility. The relatively large greenhouse-induced biomass increase in evergreen compared to deciduous shrubs suggests that carbon balance and albedo feedbacks to warming will be restricted in mesic tundra ecosystems, at least in their early responses to climate change.","10.1111/1365-2745.12237","09/09/2020","empirical","vegetation change","cover change","Northwest Territories, CA",64.867,-111.55,"factorial experiment","summer temperature; nutrient addition",2,0,0,1,0,0,0,0,0,0,0,0,0,1,"abiotic","Betula glandulosa; Vaccinium uliginosum; Vaccinium vitis-idaea; Rhododendron subarcticum","4","species",""
